,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
421,37.0,3000.0,457.0,987.0,450.0,7.5385,350000.0
422,42.0,2863.0,460.0,1031.0,448.0,6.7138,368600.0
423,52.0,2551.0,417.0,894.0,404.0,6.2425,391800.0
424,52.0,2255.0,410.0,823.0,377.0,5.7979,415300.0
425,52.0,3360.0,648.0,1232.0,621.0,4.2813,284900.0
426,52.0,1693.0,391.0,669.0,367.0,3.5417,287500.0
427,44.0,2252.0,592.0,989.0,550.0,3.0132,272900.0
428,52.0,2495.0,491.0,1058.0,464.0,4.1429,259600.0
429,52.0,1193.0,200.0,506.0,207.0,4.1912,254500.0
430,52.0,1172.0,215.0,489.0,218.0,3.9167,235600.0
431,52.0,2159.0,424.0,824.0,388.0,3.8897,218400.0
432,48.0,2365.0,490.0,1034.0,475.0,3.1065,229200.0
433,46.0,1895.0,442.0,920.0,425.0,2.9926,192100.0
434,52.0,1650.0,395.0,841.0,380.0,3.556,179300.0
435,45.0,453.0,146.0,749.0,137.0,1.475,187500.0
436,52.0,409.0,97.0,208.0,98.0,1.6971,138800.0
437,10.0,503.0,118.0,228.0,100.0,2.1705,150000.0
438,50.0,499.0,127.0,287.0,128.0,2.75,140600.0
439,52.0,477.0,119.0,218.0,106.0,2.5682,120000.0
440,46.0,1647.0,376.0,854.0,355.0,2.9,144800.0
441,52.0,3123.0,749.0,1695.0,684.0,2.2208,144800.0
442,52.0,957.0,188.0,403.0,172.0,3.2344,245500.0
443,52.0,589.0,132.0,288.0,131.0,3.5156,200000.0
444,49.0,2026.0,548.0,963.0,521.0,1.9805,173700.0
445,50.0,1829.0,536.0,1129.0,516.0,2.6684,185600.0
446,52.0,895.0,198.0,386.0,204.0,3.875,182600.0
447,52.0,1909.0,416.0,811.0,406.0,3.006,227900.0
448,46.0,3022.0,696.0,1293.0,675.0,2.543,220700.0
449,46.0,1777.0,446.0,805.0,431.0,2.8676,212000.0
450,52.0,2803.0,930.0,1372.0,876.0,2.1907,271400.0
451,30.0,1465.0,439.0,862.0,425.0,1.7778,268800.0
452,37.0,2619.0,682.0,1152.0,616.0,2.52,277800.0
453,52.0,1149.0,255.0,483.0,249.0,4.2788,332500.0
454,52.0,2363.0,604.0,1558.0,573.0,2.944,338900.0
455,52.0,2604.0,837.0,1798.0,769.0,1.725,287500.0
456,41.0,685.0,141.0,266.0,123.0,5.2289,384600.0
457,42.0,1756.0,465.0,2184.0,422.0,2.5562,371400.0
458,52.0,1204.0,460.0,2016.0,477.0,0.949,350000.0
459,52.0,609.0,236.0,1349.0,250.0,1.1696,500001.0
460,52.0,1087.0,371.0,3337.0,350.0,1.4012,175000.0
461,52.0,2773.0,998.0,1721.0,949.0,1.1859,241700.0
462,35.0,3218.0,1108.0,1675.0,1000.0,1.7464,216700.0
463,49.0,1350.0,368.0,707.0,350.0,2.8846,211300.0
464,52.0,3084.0,698.0,1424.0,694.0,2.7372,210200.0
465,52.0,938.0,195.0,393.0,189.0,3.8594,196400.0
466,52.0,1813.0,353.0,828.0,339.0,3.5625,191700.0
467,52.0,1233.0,300.0,571.0,292.0,2.2788,182300.0
468,44.0,2539.0,755.0,1382.0,713.0,2.537,175000.0
469,46.0,1267.0,324.0,792.0,321.0,2.525,165900.0
470,52.0,1665.0,404.0,815.0,372.0,1.9946,156900.0
471,52.0,1659.0,367.0,788.0,346.0,2.8214,164300.0
472,52.0,2225.0,460.0,1145.0,430.0,2.6165,150000.0
473,50.0,2485.0,607.0,1354.0,563.0,1.9483,150500.0
474,52.0,2031.0,450.0,958.0,445.0,1.9327,169900.0
475,49.0,2932.0,668.0,1361.0,608.0,1.9798,147400.0
476,52.0,2246.0,472.0,1005.0,449.0,2.4167,152700.0
477,49.0,2052.0,435.0,924.0,414.0,2.5417,182700.0
478,52.0,1999.0,417.0,780.0,358.0,3.3906,179300.0
479,52.0,3007.0,691.0,1582.0,636.0,2.5652,157700.0
480,41.0,2214.0,550.0,1213.0,568.0,2.2845,153100.0
481,52.0,1088.0,305.0,486.0,267.0,2.6071,250000.0
482,52.0,834.0,186.0,494.0,175.0,3.15,206300.0
483,52.0,1769.0,372.0,849.0,365.0,2.6914,218800.0
484,52.0,2307.0,583.0,1127.0,548.0,1.8447,198200.0
485,35.0,5161.0,1744.0,3276.0,1742.0,1.6307,253600.0
486,52.0,3497.0,832.0,1493.0,794.0,2.9044,257400.0
487,52.0,3774.0,744.0,1461.0,679.0,2.9405,289500.0
488,52.0,2888.0,604.0,1253.0,538.0,3.3893,241700.0
489,48.0,2153.0,517.0,1656.0,459.0,3.0417,489600.0
490,52.0,1389.0,191.0,514.0,202.0,7.0897,446200.0
491,52.0,1709.0,318.0,719.0,295.0,5.0463,456300.0
492,52.0,1587.0,444.0,878.0,449.0,1.7652,336800.0
493,52.0,1668.0,225.0,517.0,214.0,7.8521,500001.0
494,52.0,3726.0,474.0,1366.0,496.0,9.3959,500001.0
495,52.0,4048.0,663.0,1316.0,590.0,5.3794,376900.0
496,52.0,3618.0,768.0,1508.0,755.0,3.2619,309600.0
497,52.0,4076.0,920.0,1800.0,815.0,2.7054,182300.0
498,47.0,2077.0,400.0,719.0,326.0,2.2431,172700.0
499,50.0,1279.0,300.0,675.0,255.0,1.9028,150800.0
500,52.0,1974.0,426.0,875.0,363.0,1.5817,153600.0
501,52.0,335.0,83.0,152.0,77.0,2.2841,106300.0
502,47.0,1375.0,307.0,843.0,319.0,1.3785,142300.0
503,52.0,610.0,145.0,281.0,132.0,2.9018,119400.0
504,44.0,1025.0,198.0,506.0,204.0,1.73,147900.0
505,48.0,2063.0,484.0,1054.0,466.0,2.2625,132900.0
506,35.0,1872.0,419.0,1017.0,414.0,2.2106,132500.0
507,52.0,3108.0,813.0,1623.0,765.0,2.6997,126900.0
508,14.0,7355.0,2408.0,3100.0,2051.0,4.0018,143800.0
509,52.0,2990.0,379.0,947.0,361.0,7.8772,500001.0
510,39.0,2492.0,310.0,808.0,315.0,11.8603,500001.0
511,42.0,2991.0,335.0,1018.0,335.0,13.499,500001.0
512,52.0,3242.0,366.0,1001.0,352.0,12.2138,500001.0
513,52.0,3051.0,381.0,1005.0,369.0,8.1872,466100.0
514,52.0,3494.0,396.0,1192.0,383.0,12.3804,500001.0
515,52.0,1757.0,246.0,585.0,227.0,5.8948,457800.0
516,52.0,2449.0,312.0,916.0,316.0,8.1194,471600.0
517,52.0,1611.0,203.0,556.0,179.0,8.7477,500001.0
518,52.0,3665.0,517.0,1470.0,520.0,6.155,398600.0
519,52.0,2474.0,403.0,1104.0,398.0,5.883,340700.0
520,52.0,3037.0,516.0,1242.0,518.0,5.2128,289900.0
521,52.0,2269.0,323.0,805.0,321.0,4.7188,335300.0
522,52.0,1316.0,177.0,378.0,162.0,5.2915,333000.0
523,52.0,1153.0,235.0,481.0,223.0,2.6411,241000.0
524,52.0,772.0,179.0,409.0,160.0,3.3214,189600.0
525,52.0,1711.0,386.0,885.0,373.0,3.6417,206300.0
526,52.0,2650.0,566.0,1468.0,567.0,3.0161,215700.0
527,52.0,1038.0,220.0,482.0,215.0,3.1771,210200.0
528,52.0,1527.0,320.0,825.0,264.0,3.4531,208800.0
529,52.0,859.0,157.0,429.0,158.0,4.3098,197900.0
530,52.0,970.0,217.0,528.0,208.0,3.3438,201300.0
531,52.0,1045.0,239.0,496.0,216.0,2.9213,190800.0
532,52.0,1408.0,280.0,718.0,265.0,2.6806,207900.0
533,52.0,1222.0,264.0,630.0,265.0,3.7708,215300.0
534,45.0,1169.0,263.0,723.0,286.0,3.9444,212900.0
535,13.0,2020.0,535.0,959.0,486.0,5.2601,292700.0
536,30.0,4145.0,869.0,3668.0,855.0,2.5444,275000.0
537,42.0,2038.0,368.0,2037.0,355.0,2.6447,200000.0
538,29.0,5154.0,,3741.0,1273.0,2.5762,173400.0
539,42.0,1241.0,309.0,821.0,300.0,1.9427,102200.0
540,52.0,1468.0,363.0,870.0,347.0,2.9688,220800.0
541,27.0,3997.0,1073.0,1901.0,966.0,3.75,242800.0
542,18.0,2873.0,763.0,1243.0,663.0,5.1702,265400.0
543,50.0,1487.0,306.0,730.0,327.0,2.5139,219000.0
544,52.0,1670.0,350.0,793.0,299.0,2.9732,282100.0
545,52.0,2252.0,388.0,1033.0,434.0,5.5337,372000.0
546,52.0,1731.0,377.0,872.0,363.0,4.1667,225800.0
547,52.0,1710.0,481.0,849.0,457.0,2.7115,220800.0
548,52.0,2388.0,559.0,1121.0,518.0,3.3269,234500.0
549,52.0,2156.0,458.0,872.0,445.0,3.2685,254200.0
550,52.0,1565.0,315.0,637.0,297.0,4.7778,351800.0
551,52.0,1704.0,371.0,663.0,340.0,4.226,275000.0
552,52.0,1210.0,168.0,411.0,172.0,3.3571,405400.0
553,52.0,2097.0,444.0,915.0,413.0,2.9899,228100.0
554,52.0,1848.0,479.0,921.0,477.0,2.875,234000.0
555,43.0,955.0,284.0,585.0,266.0,2.3882,162500.0
556,43.0,4329.0,1110.0,2086.0,1053.0,2.975,243400.0
557,52.0,3011.0,542.0,1303.0,535.0,5.1039,273800.0
558,52.0,1049.0,185.0,374.0,176.0,4.1458,248500.0
559,52.0,2504.0,516.0,979.0,472.0,3.4762,244000.0
560,52.0,1846.0,471.0,827.0,446.0,2.6833,240900.0
561,52.0,1705.0,246.0,658.0,253.0,5.75,306300.0
562,50.0,1542.0,289.0,654.0,268.0,3.9632,240000.0
563,45.0,891.0,,384.0,146.0,4.9489,247100.0
564,27.0,4051.0,753.0,1499.0,797.0,4.8711,286600.0
565,52.0,2646.0,581.0,1128.0,522.0,3.0718,266700.0
566,49.0,2428.0,525.0,1110.0,492.0,3.6719,229800.0
567,52.0,2567.0,436.0,1119.0,415.0,4.6094,229300.0
568,21.0,7031.0,1249.0,2930.0,1235.0,4.5213,228400.0
569,25.0,1914.0,365.0,897.0,390.0,4.4562,206200.0
570,5.0,18634.0,2885.0,7427.0,2718.0,7.611,350700.0
571,31.0,5785.0,1379.0,2973.0,1312.0,3.2689,231000.0
572,52.0,2876.0,648.0,1340.0,632.0,3.567,252900.0
573,28.0,6909.0,1554.0,2974.0,1484.0,3.6875,353900.0
574,23.0,5679.0,1270.0,2690.0,1151.0,4.7695,291700.0
575,20.0,1156.0,365.0,583.0,326.0,3.1972,100000.0
576,12.0,14316.0,2045.0,5781.0,2007.0,7.2634,341600.0
577,5.0,3596.0,467.0,1738.0,512.0,7.0568,412500.0
578,36.0,3541.0,570.0,1478.0,529.0,4.635,248600.0
579,40.0,1808.0,302.0,746.0,270.0,5.3015,254900.0
580,36.0,2879.0,480.0,1235.0,455.0,4.9801,241500.0
581,26.0,3204.0,477.0,1411.0,484.0,5.4834,295200.0
582,31.0,3866.0,531.0,1368.0,521.0,6.187,340400.0
583,32.0,2476.0,368.0,1048.0,367.0,5.6194,274700.0
584,35.0,2211.0,350.0,1004.0,365.0,5.4639,238600.0
585,35.0,2663.0,387.0,1086.0,367.0,5.1498,266400.0
586,30.0,2599.0,366.0,922.0,350.0,5.8382,330200.0
587,36.0,4569.0,824.0,1950.0,819.0,4.65,206800.0
588,25.0,2973.0,622.0,1413.0,595.0,4.3819,209200.0
589,30.0,3115.0,625.0,1444.0,568.0,3.7222,195800.0
590,31.0,1843.0,282.0,749.0,269.0,5.2855,253500.0
591,31.0,2053.0,336.0,867.0,329.0,4.3375,241800.0
592,27.0,6740.0,1073.0,2723.0,1035.0,5.2131,252500.0
593,30.0,1751.0,269.0,731.0,263.0,6.005,263900.0
594,38.0,1663.0,295.0,781.0,301.0,5.0519,227000.0
595,38.0,3716.0,657.0,1784.0,652.0,4.8237,220900.0
596,32.0,2718.0,447.0,1156.0,410.0,5.2497,259300.0
597,39.0,1420.0,272.0,645.0,277.0,4.125,232500.0
598,37.0,1893.0,310.0,821.0,315.0,4.6005,231600.0
599,33.0,3906.0,790.0,1912.0,770.0,3.5187,209400.0
600,32.0,3400.0,736.0,1487.0,694.0,3.0,223200.0
601,25.0,3402.0,758.0,1645.0,710.0,3.4934,209900.0
602,33.0,4413.0,1107.0,2239.0,1051.0,2.9861,208200.0
603,29.0,2304.0,618.0,1021.0,552.0,2.5362,203800.0
604,36.0,2350.0,499.0,1105.0,467.0,3.3021,195700.0
605,31.0,5914.0,1309.0,2999.0,1295.0,3.0964,190500.0
606,43.0,1575.0,324.0,740.0,284.0,2.8512,181000.0
607,42.0,1414.0,274.0,629.0,244.0,3.3478,184900.0
608,37.0,848.0,202.0,314.0,205.0,2.3958,190800.0
609,15.0,3051.0,685.0,1479.0,668.0,3.5295,242200.0
610,20.0,4296.0,817.0,1732.0,800.0,4.8036,188300.0
611,52.0,2898.0,557.0,1338.0,550.0,3.851,183500.0
612,52.0,1071.0,201.0,440.0,192.0,4.0662,204200.0
613,51.0,2619.0,403.0,922.0,393.0,4.6042,251900.0
614,49.0,1494.0,316.0,611.0,288.0,2.2,187500.0
615,52.0,2260.0,416.0,994.0,412.0,4.1164,198200.0
616,52.0,1394.0,223.0,545.0,230.0,3.95,219000.0
617,52.0,1028.0,129.0,317.0,143.0,4.9135,275000.0
618,45.0,3758.0,819.0,1573.0,736.0,2.8355,245400.0
619,46.0,2163.0,470.0,925.0,435.0,3.25,177500.0
620,49.0,1699.0,408.0,768.0,385.0,2.8301,171600.0
621,52.0,1555.0,289.0,620.0,292.0,3.7159,183300.0
622,52.0,1114.0,206.0,425.0,207.0,2.5625,175000.0
623,45.0,1498.0,313.0,1003.0,305.0,3.8047,156700.0
624,45.0,726.0,147.0,519.0,135.0,3.375,157500.0
625,38.0,890.0,200.0,481.0,198.0,3.244,179800.0
626,36.0,2639.0,533.0,1209.0,519.0,4.0268,205500.0
627,35.0,2562.0,554.0,1398.0,525.0,3.3906,178900.0
628,36.0,361.0,69.0,158.0,58.0,5.5461,262500.0
629,42.0,3008.0,659.0,1817.0,664.0,3.371,165000.0
630,46.0,1369.0,284.0,766.0,289.0,3.5313,159700.0
631,5.0,1692.0,398.0,814.0,328.0,3.663,158300.0
632,38.0,1007.0,245.0,618.0,239.0,2.875,144800.0
633,43.0,3783.0,814.0,2139.0,789.0,4.0202,166300.0
634,37.0,1507.0,242.0,632.0,253.0,4.5553,191000.0
635,36.0,666.0,132.0,366.0,134.0,3.4643,175000.0
636,10.0,2229.0,601.0,877.0,485.0,3.3431,137500.0
637,28.0,2215.0,587.0,830.0,573.0,2.1898,141700.0
638,31.0,1616.0,372.0,739.0,379.0,2.9097,210900.0
639,47.0,1190.0,251.0,540.0,266.0,3.375,198300.0
640,29.0,4169.0,1047.0,2024.0,962.0,2.8125,157400.0
641,52.0,2024.0,320.0,823.0,334.0,5.0,264700.0
642,38.0,1723.0,394.0,711.0,353.0,3.0673,218400.0
643,43.0,2264.0,390.0,931.0,368.0,3.8125,235100.0
644,33.0,1996.0,268.0,686.0,270.0,6.9096,341800.0
645,26.0,2862.0,394.0,1030.0,397.0,7.912,367300.0
646,35.0,2183.0,383.0,976.0,392.0,3.8393,243500.0
647,35.0,1037.0,207.0,552.0,210.0,4.0,167900.0
648,25.0,1134.0,153.0,340.0,171.0,6.5095,371200.0
649,39.0,786.0,132.0,288.0,132.0,3.5156,218900.0
650,45.0,1397.0,253.0,555.0,248.0,2.983,202700.0
651,45.0,2315.0,451.0,1006.0,444.0,3.524,186200.0
652,44.0,1613.0,339.0,776.0,346.0,3.1103,188900.0
653,44.0,1421.0,298.0,609.0,270.0,3.5781,180000.0
654,18.0,5778.0,1526.0,2441.0,1352.0,3.1682,202700.0
655,27.0,3094.0,866.0,1364.0,789.0,2.6101,181700.0
656,18.0,3905.0,1007.0,2197.0,1044.0,3.6932,166800.0
657,43.0,3046.0,557.0,1333.0,544.0,3.4583,183700.0
658,19.0,3516.0,710.0,1810.0,703.0,3.9032,218000.0
659,36.0,998.0,178.0,531.0,183.0,4.0208,191500.0
660,36.0,1464.0,244.0,672.0,261.0,3.5547,194700.0
661,17.0,1463.0,292.0,695.0,330.0,4.5859,187200.0
662,21.0,4124.0,1054.0,2162.0,998.0,2.6321,223100.0
663,17.0,2380.0,769.0,1216.0,643.0,3.395,271300.0
664,36.0,1266.0,228.0,606.0,239.0,3.9702,194100.0
665,36.0,2239.0,391.0,1203.0,379.0,5.0043,190400.0
666,38.0,1571.0,317.0,874.0,301.0,4.4659,189100.0
667,38.0,1246.0,221.0,637.0,222.0,3.6625,184600.0
668,36.0,1501.0,287.0,703.0,276.0,3.8864,197300.0
669,36.0,1468.0,252.0,733.0,229.0,3.4583,192600.0
670,36.0,1118.0,219.0,625.0,228.0,3.7813,192200.0
671,36.0,1097.0,208.0,568.0,225.0,2.9917,194600.0
672,36.0,1719.0,303.0,836.0,311.0,4.4375,193500.0
673,24.0,1755.0,365.0,952.0,362.0,4.0,202600.0
674,16.0,1687.0,348.0,568.0,352.0,2.3869,83300.0
675,24.0,2262.0,391.0,1125.0,366.0,4.7609,212600.0
676,5.0,2087.0,407.0,840.0,401.0,5.4858,187800.0
677,36.0,1480.0,278.0,796.0,283.0,4.3971,205700.0
678,36.0,1545.0,273.0,863.0,267.0,4.0109,192900.0
679,35.0,2632.0,447.0,1349.0,486.0,4.3864,205200.0
680,30.0,2261.0,443.0,929.0,383.0,4.2841,213400.0
681,39.0,1670.0,308.0,957.0,335.0,5.1312,183600.0
682,37.0,2141.0,535.0,1093.0,555.0,2.9958,178400.0
683,27.0,3337.0,613.0,1489.0,607.0,3.6364,219200.0
684,31.0,3184.0,716.0,1561.0,628.0,2.7955,183100.0
685,44.0,2341.0,500.0,1256.0,485.0,2.9507,157100.0
686,30.0,1197.0,269.0,695.0,279.0,3.4375,157800.0
687,34.0,1131.0,278.0,560.0,237.0,2.875,161700.0
688,38.0,1164.0,284.0,632.0,289.0,3.0345,152100.0
689,41.0,3495.0,787.0,1849.0,750.0,2.679,144900.0
690,17.0,2488.0,617.0,1287.0,538.0,2.9922,179900.0
691,35.0,2681.0,508.0,1580.0,536.0,4.1042,179100.0
692,19.0,2495.0,635.0,1571.0,579.0,2.5833,159900.0
693,23.0,1689.0,461.0,828.0,443.0,2.1552,161400.0
694,29.0,1298.0,306.0,835.0,338.0,2.3274,170400.0
695,19.0,2693.0,789.0,1765.0,724.0,2.4206,137500.0
696,41.0,746.0,,387.0,161.0,3.9063,178400.0
697,37.0,2444.0,651.0,1562.0,618.0,2.6464,155200.0
698,42.0,1472.0,310.0,768.0,309.0,3.4643,160900.0
699,10.0,2227.0,560.0,1140.0,472.0,2.3973,167300.0
700,20.0,200.0,25.0,83.0,31.0,6.5,340000.0
701,32.0,1283.0,194.0,485.0,171.0,6.0574,431000.0
702,6.0,2445.0,590.0,1189.0,573.0,3.8958,301100.0
703,21.0,1307.0,236.0,586.0,249.0,4.7813,241900.0
704,5.0,3785.0,936.0,2240.0,792.0,3.2829,162500.0
705,10.0,2031.0,357.0,867.0,352.0,5.3169,299200.0
706,10.0,8299.0,1326.0,3827.0,1288.0,6.2579,315500.0
707,23.0,7518.0,1279.0,3827.0,1294.0,5.1701,216800.0
708,36.0,1815.0,426.0,1280.0,431.0,3.25,218100.0
709,30.0,5367.0,1207.0,2667.0,1047.0,3.1796,170300.0
710,26.0,1167.0,370.0,253.0,137.0,2.4196,275000.0
711,26.0,2607.0,682.0,1401.0,607.0,2.6563,184100.0
712,29.0,493.0,168.0,233.0,152.0,0.9637,160000.0
713,48.0,1252.0,305.0,673.0,308.0,2.3357,175000.0
714,41.0,1382.0,353.0,704.0,314.0,3.5114,197500.0
715,43.0,500.0,110.0,273.0,120.0,3.3125,150000.0
716,29.0,2333.0,538.0,1120.0,540.0,2.4042,205600.0
717,41.0,1834.0,463.0,1105.0,467.0,2.8322,170300.0
718,43.0,1415.0,348.0,569.0,293.0,2.5156,190900.0
719,37.0,1352.0,342.0,691.0,324.0,3.4032,196900.0
720,37.0,2116.0,503.0,1109.0,448.0,2.535,174000.0
721,37.0,1976.0,481.0,1197.0,465.0,2.5772,170200.0
722,38.0,1779.0,413.0,1061.0,400.0,3.0962,180900.0
723,34.0,3659.0,897.0,2479.0,903.0,2.9564,150500.0
724,31.0,1892.0,428.0,1162.0,389.0,3.125,167100.0
725,35.0,1958.0,484.0,1146.0,448.0,2.95,148900.0
726,40.0,1553.0,253.0,724.0,267.0,4.38,196400.0
727,37.0,2412.0,394.0,975.0,375.0,4.0417,191100.0
728,36.0,2110.0,389.0,952.0,370.0,3.8,187500.0
729,45.0,2179.0,401.0,1159.0,399.0,3.4839,180600.0
730,45.0,2457.0,445.0,1129.0,422.0,4.0588,182800.0
731,44.0,2147.0,399.0,1175.0,401.0,4.1974,179300.0
732,43.0,1676.0,340.0,924.0,328.0,3.6,179400.0
733,35.0,2976.0,518.0,1424.0,538.0,4.267,210300.0
734,34.0,3036.0,533.0,1366.0,500.0,4.2386,192300.0
735,35.0,2472.0,398.0,1171.0,390.0,5.5797,198100.0
736,36.0,1487.0,249.0,641.0,243.0,4.0682,196200.0
737,38.0,2012.0,347.0,880.0,332.0,3.1734,181600.0
738,37.0,3342.0,,1635.0,557.0,4.7933,186900.0
739,37.0,3156.0,534.0,1495.0,543.0,4.8125,188300.0
740,40.0,1748.0,318.0,914.0,317.0,3.8676,184000.0
741,33.0,3429.0,681.0,1798.0,694.0,3.9395,184700.0
742,42.0,3592.0,703.0,1625.0,665.0,3.2434,179900.0
743,38.0,1035.0,247.0,599.0,224.0,3.0917,167200.0
744,32.0,3028.0,811.0,2037.0,703.0,3.0645,165400.0
745,33.0,2431.0,655.0,1854.0,603.0,2.7019,154000.0
746,39.0,2069.0,500.0,1408.0,478.0,3.1115,153500.0
747,40.0,1340.0,313.0,766.0,271.0,3.4722,135400.0
748,39.0,1160.0,259.0,725.0,274.0,2.2222,158300.0
749,32.0,2015.0,318.0,1019.0,340.0,6.1104,240700.0
750,22.0,3882.0,816.0,1830.0,743.0,4.2733,180700.0
751,27.0,3239.0,671.0,1469.0,616.0,3.2465,230600.0
752,28.0,2932.0,739.0,1198.0,624.0,3.2417,210800.0
753,38.0,2104.0,409.0,1039.0,394.0,3.875,165300.0
754,29.0,1694.0,251.0,690.0,242.0,6.0501,254200.0
755,18.0,3000.0,419.0,1155.0,415.0,6.8233,332600.0
756,23.0,2419.0,348.0,1066.0,384.0,6.3501,350000.0
757,28.0,2280.0,610.0,1255.0,587.0,2.6719,161200.0
758,21.0,5031.0,1168.0,2461.0,1042.0,3.875,179300.0
759,33.0,1547.0,372.0,1063.0,356.0,2.5625,154300.0
760,31.0,3300.0,790.0,2181.0,740.0,3.016,161800.0
761,17.0,5018.0,1439.0,3069.0,1299.0,2.7694,161900.0
762,35.0,1813.0,393.0,1093.0,374.0,3.6818,165400.0
763,37.0,1997.0,436.0,1349.0,437.0,2.1382,166600.0
764,37.0,901.0,191.0,599.0,206.0,3.7303,149700.0
765,35.0,686.0,142.0,480.0,149.0,3.875,162100.0
766,33.0,1954.0,464.0,1293.0,448.0,3.0489,152600.0
767,27.0,2630.0,722.0,1414.0,634.0,2.8203,195200.0
768,35.0,1130.0,192.0,543.0,184.0,4.3897,190600.0
769,35.0,1184.0,200.0,572.0,194.0,4.7143,193800.0
770,34.0,656.0,115.0,342.0,112.0,4.6875,200600.0
771,29.0,2544.0,643.0,2332.0,603.0,3.2091,150000.0
772,36.0,1305.0,225.0,768.0,234.0,4.275,185300.0
773,36.0,1755.0,316.0,913.0,299.0,4.1302,172700.0
774,35.0,2843.0,652.0,1726.0,643.0,3.09,174100.0
775,25.0,2538.0,494.0,1185.0,501.0,4.5417,194400.0
776,28.0,1784.0,311.0,735.0,278.0,4.6635,206700.0
777,31.0,1797.0,327.0,796.0,319.0,4.4427,204500.0
778,36.0,410.0,76.0,252.0,82.0,4.5303,175000.0
779,26.0,162.0,27.0,86.0,25.0,2.375,137500.0
780,18.0,9963.0,2031.0,5613.0,1946.0,3.8171,187200.0
781,35.0,2361.0,458.0,1727.0,467.0,4.5281,173600.0
782,19.0,862.0,167.0,407.0,183.0,4.3456,163000.0
783,18.0,4335.0,808.0,2041.0,734.0,3.4861,331600.0
784,31.0,1487.0,280.0,854.0,301.0,5.2312,197600.0
785,8.0,3592.0,849.0,1907.0,746.0,3.6708,197900.0
786,40.0,432.0,102.0,264.0,77.0,3.8875,228100.0
787,34.0,1457.0,242.0,735.0,249.0,3.9167,189500.0
788,32.0,1578.0,284.0,836.0,292.0,3.9063,184200.0
789,29.0,2172.0,435.0,1377.0,408.0,3.7895,180900.0
790,36.0,1340.0,245.0,789.0,248.0,3.8,172000.0
791,36.0,1116.0,199.0,662.0,226.0,5.7309,177900.0
792,36.0,1885.0,307.0,853.0,271.0,4.1141,173100.0
793,36.0,1180.0,212.0,664.0,200.0,5.2838,172600.0
794,30.0,5267.0,1253.0,4065.0,1113.0,3.3479,182100.0
795,23.0,1897.0,440.0,1109.0,418.0,3.142,179500.0
796,31.0,767.0,171.0,548.0,185.0,3.7614,176000.0
797,33.0,691.0,127.0,431.0,149.0,4.25,192600.0
798,36.0,786.0,133.0,463.0,160.0,3.9338,182700.0
799,22.0,5861.0,1516.0,5436.0,1463.0,2.5158,134900.0
800,27.0,2784.0,723.0,2028.0,693.0,2.4808,157600.0
801,25.0,4524.0,860.0,2426.0,862.0,4.7083,190900.0
802,37.0,1468.0,304.0,1038.0,282.0,4.1652,158200.0
803,20.0,1655.0,450.0,857.0,430.0,3.5541,350000.0
804,33.0,1227.0,286.0,848.0,291.0,3.8036,158200.0
805,33.0,1160.0,252.0,729.0,220.0,3.8259,146100.0
806,33.0,952.0,172.0,369.0,159.0,3.2331,226700.0
807,35.0,2072.0,352.0,1001.0,350.0,4.7109,198700.0
808,32.0,2964.0,547.0,1472.0,527.0,4.2468,221200.0
809,35.0,1032.0,173.0,453.0,176.0,6.396,208500.0
810,35.0,657.0,118.0,328.0,134.0,3.8125,204200.0
811,32.0,1540.0,324.0,793.0,302.0,3.2857,193200.0
812,35.0,1298.0,236.0,632.0,204.0,3.8929,209500.0
813,36.0,1409.0,271.0,1002.0,281.0,3.7262,164900.0
814,37.0,1383.0,259.0,808.0,241.0,4.0125,161400.0
815,36.0,1151.0,216.0,727.0,215.0,4.1719,187000.0
816,35.0,899.0,179.0,455.0,185.0,4.2857,190400.0
817,37.0,1793.0,364.0,1534.0,346.0,3.6458,156600.0
818,17.0,2485.0,518.0,1139.0,550.0,2.6875,157300.0
819,35.0,1931.0,376.0,1175.0,337.0,3.7292,168100.0
820,24.0,2329.0,465.0,1401.0,453.0,4.5913,177600.0
821,12.0,6711.0,1374.0,3388.0,1289.0,3.8625,208900.0
822,23.0,1939.0,356.0,841.0,364.0,3.3611,169200.0
823,16.0,1642.0,346.0,705.0,351.0,2.8971,163900.0
824,34.0,1619.0,293.0,1148.0,310.0,4.0326,164700.0
825,35.0,517.0,108.0,391.0,107.0,4.0682,156900.0
826,36.0,1570.0,274.0,992.0,249.0,5.3644,168800.0
827,35.0,1213.0,221.0,790.0,243.0,4.7019,174100.0
828,27.0,1826.0,309.0,1016.0,313.0,5.64,206500.0
829,26.0,2261.0,443.0,1039.0,395.0,3.7931,203900.0
830,9.0,3666.0,711.0,2341.0,703.0,4.6458,217000.0
831,36.0,1633.0,345.0,1382.0,338.0,3.694,159600.0
832,31.0,2155.0,522.0,1858.0,437.0,2.652,159800.0
833,32.0,1295.0,280.0,1156.0,300.0,3.5,154300.0
834,32.0,1295.0,295.0,1097.0,328.0,3.2386,149600.0
835,33.0,1518.0,302.0,831.0,268.0,5.097,188600.0
836,17.0,3314.0,638.0,1873.0,602.0,4.3875,238500.0
837,22.0,3009.0,497.0,1640.0,514.0,4.625,235300.0
838,6.0,2605.0,474.0,1568.0,433.0,5.0406,261400.0
839,17.0,5159.0,832.0,3174.0,817.0,5.8704,234400.0
